"ACCID","STATEMENTID","TX_ID","TX_DATE","AMOUNT","DESCRIPTION","CATEGORY",
"150101","150","651","2014-10-05","-71.00","HILTON BRIGHTON","ACCOMODATION",
"150101","150","652","2014-10-10","-43.00","PIGGLY WIGGLY","SHOPPING",
"150101","150","653","2014-10-10","-306.00","DIHO SUPERMARKET","GROCERIES",
"150101","150","654","2014-10-11","-13.00","WEIS MARKETS","GROCERIES",
"150101","150","655","2014-10-11","-44.00","BJ'S WHOLESALE CLUB","SHOPPING",
"150101","150","656","2014-10-13","-197.00","ASSOCIATED FOOD STORES","GROCERIES",
"150101","150","657","2014-10-17","-122.00","SMART & FINAL","SHOPPING",
"150101","150","658","2014-10-21","-202.00","MEIJER","SHOPPING",
"150101","150","659","2014-10-25","-72.00","REDNER'S WAREHOUSE MARKETS","GROCERIES",
"150101","150","660","2014-10-25","-148.00","CHARLESTON DEPARTMENT STORES","GROCERIES",
"150101","150","661","2014-10-26","-16.00","WELCOME BREAK","TRAVEL",
"150101","150","662","2014-10-26","-76.00","SACK AND SAVE","ONLINE SHOPPING",
"150101","150","663","2014-10-29","-348.00","STEAK OUT","EATING OUT",
"150101","150","664","2014-10-30","-177.00","S-MART FOODS","GROCERIES",
"150101","150","665","2014-10-30","-28.00","ING DIRECT","LOAN",
"150101","151","666","2014-11-01","-139.00","NOB HILL FOODS","GROCERIES",
"150101","151","667","2014-11-03","-28.00","HILTON BRIGHTON","ACCOMODATION",
"150101","151","668","2014-11-05","-69.00","RAFFLES HOTEL","ACCOMODATION",
"150101","151","669","2014-11-09","-340.00","WADE'S","GROCERIES",
"150101","151","670","2014-11-09","-337.00","KUHN'S QUALITY FOODS","ONLINE SHOPPING",
"150101","151","671","2014-11-13","-149.00","AI HOA SUPERMARKET","ONLINE SHOPPING",
"150101","151","672","2014-11-13","-114.00","SUPERMERCADO EL RANCHO","SHOPPING",
"150101","151","673","2014-11-14","-122.00","AI HOA SUPERMARKET","ONLINE SHOPPING",
"150101","151","674","2014-11-19","-289.00","MARKET BASKET","SHOPPING",
"150101","151","675","2014-11-24","-41.00","A&P SUPERMARKETS","SHOPPING",
"150101","151","676","2014-11-24","-104.00","BROULIMS","ONLINE SHOPPING",
"150101","151","677","2014-11-27","-243.00","BUEHLER'S BUY-LOW","GROCERIES",
"150101","152","678","2014-12-01","-98.00","GIANT-CARLISLE","GROCERIES",
"150101","152","679","2014-12-06","-349.00","THETRAINLINE.COM","TRAVEL",
"150101","152","680","2014-12-07","-275.00","RANCHO LIBORIO","SHOPPING",
"150101","152","681","2014-12-12","-8.00","HILLER'S MARKET","SHOPPING",
"150101","152","682","2014-12-15","-261.00","LB CAMDEN","TAX",
"150101","152","683","2014-12-16","-168.00","W M MORRISON","GROCERIES",
"150101","152","684","2014-12-21","-326.00","NATURAL GROCERS BY VITAMIN COTTAGE","ONLINE SHOPPING",
"150101","152","685","2014-12-21","-76.00","KEBABS N CURRIES","EATING OUT",
"150101","152","686","2014-12-23","-46.00","LEE'S MARKETPLACE","SHOPPING",
"150101","152","687","2014-12-27","-341.00","MCCAFFREY'S","ONLINE SHOPPING",
"150101","153","688","2015-01-01","-262.00","GOLDEN FROG","ONLINE SHOPPING",
"150101","153","689","2015-01-06","-23.00","CANNATA'S FAMILY MARKET","ONLINE SHOPPING",
"150101","153","690","2015-01-06","-174.00","AJ'S FINE FOODS","GROCERIES",
"150101","153","691","2015-01-09","-81.00","ASIAN FOOD CENTER","ONLINE SHOPPING",
"150101","153","692","2015-01-12","-145.00","SULLIVAN'S FOODS","ONLINE SHOPPING",
"150101","153","693","2015-01-12","-161.00","SKY PROTECT","INSURANCE",
"150101","153","694","2015-01-12","-286.00","TESCO SELF SERVICE","ONLINE SHOPPING",
"150101","153","695","2015-01-12","-162.00","PEHNAVA LIMITED","EATING OUT",
"150101","153","696","2015-01-16","-177.00","YELLOWSTONE MERCANTILE","SHOPPING",
"150101","153","697","2015-01-18","-290.00","BUDGET RENT A CAR","TRAVEL",
"150101","153","698","2015-01-20","-339.00","HOTEL HESPERIA","ACCOMODATION",
"150101","153","699","2015-01-25","-56.00","QUALITY FOODS","SHOPPING",
"150101","153","700","2015-01-25","-139.00","SEDANO'S","ONLINE SHOPPING",
"150101","153","701","2015-01-25","-146.00","ASDA","GROCERIES",
"150101","153","702","2015-01-25","-306.00","HOTEL GULDSMEDEN","ACCOMODATION",
"150101","153","703","2015-01-25","-71.00","ALLIANCE LEICESTER","CASH",
"150101","153","704","2015-01-27","-148.00","CARDOC","CAR",
"150101","153","705","2015-01-28","-120.00","TAXI STOCKHOLM","TRAVEL",
"150101","153","706","2015-01-29","-238.00","ISLAND PACIFIC SUPERMARKET","SHOPPING",
"150101","153","707","2015-01-29","-305.00","KWIK FIT","CAR",
"150101","154","708","2015-02-01","-75.00","LOOK SMART","SHOPPING",
"150101","154","709","2015-02-05","-219.00","HALFORDS","CAR",
"150101","154","710","2015-02-09","-168.00","COMPARE FOODS SUPERMARKET","GROCERIES",
"150101","154","711","2015-02-11","-48.00","R RANCH MARKETS","ONLINE SHOPPING",
"150101","154","712","2015-02-13","-47.00","FOOD DEPOT","ONLINE SHOPPING",
"150101","154","713","2015-02-16","-188.00","FOOD TOWN","GROCERIES",
"150101","154","714","2015-02-16","-140.00","D'AGOSTINO SUPERMARKETS","ONLINE SHOPPING",
"150101","154","715","2015-02-17","-247.00","DOLLAR GENERAL","ONLINE SHOPPING",
"150101","154","716","2015-02-18","-99.00","FOOD BASICS","ONLINE SHOPPING",
"150101","154","717","2015-02-19","-191.00","SOUTHERN ELECTRIC","TRAVEL",
"150101","154","718","2015-02-22","-95.00","KARNS QUALITY FOODS","SHOPPING",
"150101","154","719","2015-02-27","-281.00","SAFEWAY INC","SHOPPING",
"150101","155","720","2015-03-01","-37.00","LA PLACITA","GROCERIES",
"150101","155","721","2015-03-06","-240.00","DOMINO'S PIZZA","EATING OUT",
"150101","155","722","2015-03-09","-342.00","AVANZA SUPERMARKET","GROCERIES",
"150101","155","723","2015-03-09","-13.00","NEW DEAL MARKET","ONLINE SHOPPING",
"150101","155","724","2015-03-11","-268.00","MOLESIDE SERVICE STATION","FUEL",
"150101","155","725","2015-03-13","-242.00","PLUM MARKET","GROCERIES",
"150101","155","726","2015-03-18","-299.00","EHSAN LONDON","SHOPPING",
"150101","155","727","2015-03-19","-267.00","WWW.HUNGRYHOUSE.COM","EATING OUT",
"150101","155","728","2015-03-20","-259.00","QDFC - MOBILE DOHA","MOBILE",
"150101","155","729","2015-03-20","-102.00","ROBERT DYAS","SHOPPING",
"150101","155","730","2015-03-24","-95.00","CANNATA'S FAMILY MARKET","ONLINE SHOPPING",
"150101","155","731","2015-03-26","-287.00","AA MEMBERSHIP","CAR",
"150101","155","732","2015-03-28","-20.00","SAVER'S COST PLUS","GROCERIES",
"150101","155","733","2015-03-30","-184.00","WALMART","SHOPPING",
"150101","156","734","2015-04-01","-203.00","D'AGOSTINO SUPERMARKETS","ONLINE SHOPPING",
"150101","156","735","2015-04-01","-179.00","KMART SUPER CENTER","SHOPPING",
"150101","156","736","2015-04-04","-105.00","M*MANGO","TRAVEL",
"150101","156","737","2015-04-08","-161.00","WILSON'S DEPARTMENT STORE","SHOPPING",
"150101","156","738","2015-04-11","-28.00","AFFILIATED FOOD STORES","GROCERIES",
"150101","156","739","2015-04-15","-119.00","HEINEN'S FINE FOODS","SHOPPING",
"150101","156","740","2015-04-15","-43.00","INSURETHEBOX LTD","INSURANCE",
"150101","156","741","2015-04-19","-272.00","BIG Y FOODS","ONLINE SHOPPING",
"150101","156","742","2015-04-21","-70.00","TRAVELEX UK LTD","TRAVEL",
"150101","156","743","2015-04-23","-188.00","DIHO SUPERMARKET","GROCERIES",
"150101","156","744","2015-04-27","-140.00","AI HOA SUPERMARKET","ONLINE SHOPPING",
"150102","157","745","2013-09-01","-16.00","HOLLYWOOD SUPER MARKET","ONLINE SHOPPING",
"150102","157","746","2013-09-04","-56.00","TRADE FAIR","GROCERIES",
"150102","157","747","2013-09-06","-16.00","SHARP SHOPPER","SHOPPING",
"150102","157","748","2013-09-08","-97.00","ARTEAGAS FOOD CENTER","ONLINE SHOPPING",
"150102","157","749","2013-09-11","-48.00","VIVA MARKETS","SHOPPING",
"150102","157","750","2013-09-12","-49.00","DIERBERGS","ONLINE SHOPPING",
"150102","157","751","2013-09-17","-71.00","MARKET OF CHOICE","ONLINE SHOPPING",
"150102","157","752","2013-09-19","-77.00","TIE RACK","SHOPPING",
"150102","157","753","2013-09-22","-34.00","CARNIVAL","GROCERIES",
"150102","157","754","2013-09-23","-28.00","BI-MART","SHOPPING",
"150102","157","755","2013-09-28","-7.00","DELITURK FOOD","SHOPPING",
"150102","157","756","2013-09-28","-32.00","G DESIGNERS","SHOPPING",
"150102","158","757","2013-10-01","-93.00","DUEBER'S","GROCERIES",
"150102","158","758","2013-10-02","-75.00","DIHO SUPERMARKET","GROCERIES",
"150102","158","759","2013-10-07","-50.00","DONATELLO","EATING OUT",
"150102","158","760","2013-10-10","-21.00","RUTLAND HOTEL EDINBURGH","ACCOMODATION",
"150102","158","761","2013-10-12","-60.00","LA TOUR EIFFEL","ENTERTAINMENT",
"150102","158","762","2013-10-14","-54.00","LUNARDI'S","GROCERIES",
"150102","158","763","2013-10-14","-47.00","ALDI","SHOPPING",
"150102","158","764","2013-10-19","-20.00","WALMART","SHOPPING",
"150102","158","765","2013-10-21","-52.00","MAPLIN","SHOPPING",
"150102","158","766","2013-10-25","-57.00","SE GAS LIMITED","UTILITIES",
"150102","158","767","2013-10-28","-85.00","APPLE MARKET","SHOPPING",
"150102","158","768","2013-10-30","-13.00","SUPERIOR GROCERS","GROCERIES",
"150102","159","769","2013-11-30","172.00","REFUND","PAYMENT",
"150102","159","770","2013-11-01","-20.00","MARC'S","SHOPPING",
"150102","159","771","2013-11-01","-57.00","SOUND EVO","SHOPPING",
"150102","159","772","2013-11-04","-74.00","WESSELMAN'S","SHOPPING",
"150102","159","773","2013-11-04","-23.00","ASSOCIATED SUPERMARKETS","GROCERIES",
"150102","159","774","2013-11-04","-51.00","WWW.DVLA.GOV.UK","CAR",
"150102","159","775","2013-11-05","-47.00","SEAFOOD CITY","GROCERIES",
"150102","159","776","2013-11-10","-7.00","HOTELL NORRTULL STOCKHOLM","ACCOMODATION",
"150102","159","777","2013-11-14","-38.00","METRO BANK","CASH",
"150102","159","778","2013-11-19","-73.00","ACME FRESH MARKET","SHOPPING",
"150102","159","779","2013-11-23","-46.00","MAGRUDER'S","ONLINE SHOPPING",
"150102","159","780","2013-11-26","-62.00","MAPLIN ELECTRONICS","SHOPPING",
"150102","159","781","2013-11-29","-84.00","ASIAN FOOD CENTER","ONLINE SHOPPING",
"150102","160","782","2013-12-29","90.00","BONUS","PAYMENT",
"150102","160","783","2013-12-01","-29.00","CARNIVAL","GROCERIES",
"150102","160","784","2013-12-04","-78.00","MURPHY'S","GROCERIES",
"150102","160","785","2013-12-06","-62.00","THE NEW YORKER HOTEL","ACCOMODATION",
"150102","160","786","2013-12-09","0.00","ASDA","GROCERIES",
"150102","160","787","2013-12-14","-97.00","PRIMARK WATFORD","SHOPPING",
"150102","160","788","2013-12-18","-47.00","INTEREST CHARGE","SHOPPING",
"150102","160","789","2013-12-21","-3.00","VEOLIA WATER CENTR","UTILITIES",
"150102","160","790","2013-12-25","-76.00","BARAKAH EATERY","EATING OUT",
"150102","160","791","2013-12-30","-28.00","MACEY'S MARKET","ONLINE SHOPPING",
"150102","161","792","2014-01-01","-36.00","ROSAUERS","ONLINE SHOPPING",
"150102","161","793","2014-01-03","-27.00","SMRT TAXIS","TRAVEL",
"150102","161","794","2014-01-05","-20.00","OVER-LIMIT FEE","FEES",
"150102","161","795","2014-01-07","-60.00","SHOP N' SAVE","SHOPPING",
"150102","161","796","2014-01-11","-48.00","NORBY'S","SHOPPING",
"150102","161","797","2014-01-11","-91.00","ISLAND PACIFIC SUPERMARKET","SHOPPING",
"150102","161","798","2014-01-14","-28.00","BEN FRANKLIN STORES","ONLINE SHOPPING",
"150102","161","799","2014-01-16","-52.00","MARKET BASKET","SHOPPING",
"150102","161","800","2014-01-16","-30.00","WWW.HUNGRYHOUSE.COM","EATING OUT",
"150102","161","801","2014-01-20","-60.00","PUBLIX SABOR","ONLINE SHOPPING",
"150102","161","802","2014-01-23","-15.00","DELITURK FOOD","SHOPPING",
"150102","161","803","2014-01-25","-37.00","WOODMAN'S FOOD MARKET","ONLINE SHOPPING",
"150102","161","804","2014-01-28","-73.00","ASDA","GROCERIES",
"150102","161","805","2014-01-28","-19.00","SUNSET FOODS","ONLINE SHOPPING",
"150102","162","806","2014-02-01","-47.00","PEPE`S PIRI PIRI","EATING OUT",
"150102","162","807","2014-02-01","-23.00","APEX HOSPITALITY LTD LONDON","EATING OUT",
"150102","162","808","2014-02-06","-78.00","EDWARDS FOOD GIANT","ONLINE SHOPPING",
"150102","162","809","2014-02-07","-8.00","STRACK & VAN TIL","ONLINE SHOPPING",
"150102","162","810","2014-02-12","-87.00","K.V. MART","SHOPPING",
"150102","162","811","2014-02-13","-15.00","SKY PROTECT","INSURANCE",
"150102","162","812","2014-02-13","-84.00","BROOKSHIRE GROCERY COMPANY","GROCERIES",
"150102","162","813","2014-02-16","-92.00","TOWN & COUNTRY FOOD MARKET","GROCERIES",
"150102","162","814","2014-02-21","-61.00","DELITURK FOOD","SHOPPING",
"150102","162","815","2014-02-24","-91.00","WESTERN BEEF","GROCERIES",
"150102","162","816","2014-02-25","-39.00","RAINBOW FOODS","ONLINE SHOPPING",
"150102","163","817","2014-03-01","-90.00","PAN PACIFIC","TRAVEL",
"150102","163","818","2014-03-05","-43.00","KING'S DISCOUNT STORES","GROCERIES",
"150102","163","819","2014-03-07","-52.00","JACOBSON'S","SHOPPING",
"150102","163","820","2014-03-10","-26.00","ASIAN FOOD CENTER","ONLINE SHOPPING",
"150102","163","821","2014-03-11","-93.00","SUNFLOWER FARMERS MARKET","ONLINE SHOPPING",
"150102","163","822","2014-03-15","-68.00","MARRIOTT","ACCOMODATION",
"150102","163","823","2014-03-20","-87.00","FOOD DEPOT","ONLINE SHOPPING",
"150102","163","824","2014-03-22","-81.00","DUCKWALL-ALCO RETAIL STORES","SHOPPING",
"150102","163","825","2014-03-25","-66.00","POD","EATING OUT",
"150102","163","826","2014-03-26","-91.00","L&G I LTD","INSURANCE",
"150102","164","827","2014-04-01","-27.00","COST CUTTER","ONLINE SHOPPING",
"150102","164","828","2014-04-04","-81.00","SHURSAVE","GROCERIES",
"150102","164","829","2014-04-08","-75.00","VALLARTA SUPERMARKETS","ONLINE SHOPPING",
"150102","164","830","2014-04-13","-83.00","ADMIRAL INSURANCE","INSURANCE",
"150102","164","831","2014-04-15","-93.00","BUDGET RENT A CAR","TRAVEL",
"150102","164","832","2014-04-17","-62.00","SUNFRESH","SHOPPING",
"150102","164","833","2014-04-19","-10.00","BESSBOROUGH SERVICE ST","FUEL",
"150102","164","834","2014-04-24","-15.00","REMKE MARKETS BIGG'S","SHOPPING",
"150102","164","835","2014-04-26","-13.00","EL PUEBLO","SHOPPING",
"150102","164","836","2014-04-26","-28.00","QUESTOR INSURANCE","INSURANCE",
"150102","164","837","2014-04-26","-81.00","ESSO ST","FUEL",
"150102","165","838","2014-05-01","-95.00","DAVID'S SUPERMARKETS","SHOPPING",
"150102","165","839","2014-05-04","-58.00","RAINBOW FOODS","ONLINE SHOPPING",
"150102","165","840","2014-05-08","-64.00","SHOPKO","GROCERIES",
"150102","165","841","2014-05-09","-25.00","YELLOWSTONE MERCANTILE","SHOPPING",
"150102","165","842","2014-05-09","-59.00","MARGALLA GRILL","EATING OUT",
"150102","165","843","2014-05-10","-61.00","NORTHERN RAIL LTD","TRAVEL",
"150102","165","844","2014-05-11","-62.00","BUHARA 93","EATING OUT",
"150102","165","845","2014-05-15","-87.00","FOODLAND SUPERMARKETS","ONLINE SHOPPING",
"150102","165","846","2014-05-17","-27.00","HOTEL IBIS CRETEIL","ACCOMODATION",
"150102","165","847","2014-05-21","-82.00","DIHO SUPERMARKET","GROCERIES",
"150102","165","848","2014-05-25","-47.00","PICK 'N SAVE","ONLINE SHOPPING",
"150102","165","849","2014-05-25","-36.00","DAVID'S SUPERMARKETS","SHOPPING",
"150102","165","850","2014-05-28","-40.00","MCCAFFREY'S","ONLINE SHOPPING",
"150102","165","851","2014-05-29","-27.00","SOUND EVO","SHOPPING",
"150102","166","852","2014-06-01","-79.00","MARS","SHOPPING",
"150102","166","853","2014-06-01","-80.00","METROPOLITAN MARKET","ONLINE SHOPPING",
"150102","166","854","2014-06-02","-22.00","MOTO CHERWELL VALLEY","FUEL",
"150102","166","855","2014-06-04","-61.00","BEL AIR MARKETS","SHOPPING",
"150102","166","856","2014-06-07","-22.00","SOUTH EASTERN TRAINS","TRAVEL",
"150102","166","857","2014-06-10","-43.00","VEOLIA WATER CENTR","UTILITIES",
"150102","166","858","2014-06-14","-43.00","SHUN FAT SUPERMARKET","SHOPPING",
"150102","166","859","2014-06-18","-92.00","STOP & SHOP","SHOPPING",
"150102","166","860","2014-06-19","-19.00","BUEHLER'S","SHOPPING",
"150102","166","861","2014-06-23","-32.00","SUPER 1 FOODS","SHOPPING",
"150102","166","862","2014-06-24","-23.00","LAUER'S SUPERMARKET AND BAKERY","ONLINE SHOPPING",
"150102","166","863","2014-06-28","-35.00","MURPHY'S MARKETPLACE","SHOPPING",
"150102","167","864","2014-07-01","-6.00","KING'S DISCOUNT STORES","GROCERIES",
"150102","167","865","2014-07-02","-18.00","L&G I LTD","INSURANCE",
"150102","167","866","2014-07-07","-91.00","MAPLIN","SHOPPING",
"150102","167","867","2014-07-11","-72.00","IGA","GROCERIES",
"150102","167","868","2014-07-11","-98.00","TAXI STOCKHOLM","TRAVEL",
"150102","167","869","2014-07-12","-68.00","LAUER'S SUPERMARKET AND BAKERY","ONLINE SHOPPING",
"150102","167","870","2014-07-15","-30.00","WAL-MART","GROCERIES",
"150102","167","871","2014-07-19","-50.00","TRADER JOE'S","GROCERIES",
"150102","167","872","2014-07-20","-72.00","BASHAS' DINÉ MARKETS","ONLINE SHOPPING",
"150102","167","873","2014-07-21","-15.00","MARTIN'S SUPER MARKETS","ONLINE SHOPPING",
"150102","167","874","2014-07-21","-25.00","WESTBORN MARKET","SHOPPING",
"150102","167","875","2014-07-26","-20.00","SPORTSDIRECT","SHOPPING",
"150102","168","876","2014-08-01","-33.00","REID'S","SHOPPING",
"150102","168","877","2014-08-06","-39.00","EL RANCHO","ONLINE SHOPPING",
"150102","168","878","2014-08-09","-97.00","ELEPHANT INSURANCE SERV","INSURANCE",
"150102","168","879","2014-08-10","-36.00","SUPER 1 FOODS","SHOPPING",
"150102","168","880","2014-08-10","-44.00","GROUPON","ONLINE SHOPPING",
"150102","168","881","2014-08-14","-29.00","FOUNDERS ARMS","EATING OUT",
"150102","168","882","2014-08-18","-60.00","MET FOODS","ONLINE SHOPPING",
"150102","168","883","2014-08-19","-88.00","L'ANTENNE PARIS","EATING OUT",
"150102","168","884","2014-08-20","-92.00","GREENFORD SECURITY","FEES",
"150102","168","885","2014-08-23","-48.00","MURCO TEN PIN","FUEL",
"150102","168","886","2014-08-23","-57.00","ROBÈRT'S FRESH MARKET","ONLINE SHOPPING",
"150102","168","887","2014-08-27","-46.00","INTEREST CHARGE","SHOPPING",
"150102","168","888","2014-08-29","-34.00","FAIRWAY MARKET","SHOPPING",
"150102","169","889","2014-09-01","-4.00","STRACK & VAN TIL","ONLINE SHOPPING",
"150102","169","890","2014-09-02","-78.00","WALMART MARKET","SHOPPING",
"150102","169","891","2014-09-06","-2.00","RIO RANCH MARKETS","SHOPPING",
"150102","169","892","2014-09-06","-90.00","BRAVO","ONLINE SHOPPING",
"150102","169","893","2014-09-06","-45.00","PACIFIC OCEAN MARKET","GROCERIES",
"150102","169","894","2014-09-09","-46.00","SHOPKO","GROCERIES",
"150102","169","895","2014-09-10","-77.00","M*KULULA CO","TRAVEL",
"150102","169","896","2014-09-13","-15.00","RENTALCARS.COM","TRAVEL",
"150102","169","897","2014-09-17","-26.00","HOLLAND & BARRETT","SHOPPING",
"150102","169","898","2014-09-21","-45.00","ASSOCIATED SUPERMARKETS","GROCERIES",
"150102","169","899","2014-09-25","-1.00","BUSCH'S","GROCERIES",
"150102","169","900","2014-09-26","-60.00","METRO BANK","CASH",
"150102","170","901","2014-10-01","-23.00","BANK MACHINE","CASH",
"150102","170","902","2014-10-05","-50.00","ASSOCIATED SUPERMARKETS","GROCERIES",
"150102","170","903","2014-10-10","-58.00","NORTHERN RAIL LTD","TRAVEL",
"150102","170","904","2014-10-10","-62.00","GOLDEN FROG","ONLINE SHOPPING",
"150102","170","905","2014-10-10","-80.00","LANDIS SUPERMARKETS","SHOPPING",
"150102","170","906","2014-10-10","-66.00","ADMIRAL INSURANCE","INSURANCE",
"150102","170","907","2014-10-10","-62.00","HARDING'S FRIENDLY MARKETS","GROCERIES",
"150102","170","908","2014-10-10","-16.00","ALDI","SHOPPING",
"150102","170","909","2014-10-13","-89.00","VINCI PARK SERVICE","FUEL",
"150102","170","910","2014-10-13","-16.00","WAYNE'S HOMETOWN MARKET","SHOPPING",
"150102","170","911","2014-10-16","-95.00","HARVEST FOODS","SHOPPING",
"150102","170","912","2014-10-17","-6.00","BP","FUEL",
"150102","170","913","2014-10-17","-72.00","INTEREST CHARGE FEE","FEES",
"150102","170","914","2014-10-20","-75.00","YELLOWSTONE MERCANTILE","SHOPPING",
"150102","170","915","2014-10-23","-81.00","THRIFTWAY","ONLINE SHOPPING",
"150102","170","916","2014-10-24","-27.00","RAINBOW FOODS","ONLINE SHOPPING",
"150102","170","917","2014-10-28","-87.00","RYMAN","SHOPPING",
"150102","171","918","2014-11-01","-44.00","STARBUCKS","EATING OUT",
"150102","171","919","2014-11-01","-11.00","WAYNE'S HOMETOWN MARKET","SHOPPING",
"150102","171","920","2014-11-05","-38.00","SEAFOOD CITY","GROCERIES",
"150102","171","921","2014-11-07","-23.00","MAPLIN","SHOPPING",
"150102","171","922","2014-11-11","-74.00","GREAT WALL SUPERMARKET","GROCERIES",
"150102","171","923","2014-11-11","-54.00","FOOD 4 LESS","ONLINE SHOPPING",
"150102","171","924","2014-11-12","-8.00","QUALITY MARKETS","SHOPPING",
"150102","171","925","2014-11-13","-3.00","HOTELL NORRTULL STOCKHOLM","ACCOMODATION",
"150102","171","926","2014-11-14","-19.00","OMNI FOODS","SHOPPING",
"150102","171","927","2014-11-16","-62.00","STAGE STORES INC.","GROCERIES",
"150102","171","928","2014-11-18","-94.00","PCC NATURAL MARKETS","SHOPPING",
"150102","171","929","2014-11-19","-4.00","FORMAN MILLS","ONLINE SHOPPING",
"150102","171","930","2014-11-20","-94.00","CHIEF SUPERMARKET","ONLINE SHOPPING",
"150102","171","931","2014-11-23","-81.00","GLEN'S MARKET","GROCERIES",
"150102","171","932","2014-11-26","-59.00","BARCLAYLOAN","LOAN",
"150102","172","933","2014-12-01","-78.00","GIANTWAY","ONLINE SHOPPING",
"150102","172","934","2014-12-06","-10.00","GRISTEDES","SHOPPING",
"150102","172","935","2014-12-06","-10.00","CHARLESTON DEPARTMENT STORES","GROCERIES",
"150102","172","936","2014-12-06","-24.00","JAMES MELLORS AMUSEMENTS","ENTERTAINMENT",
"150102","172","937","2014-12-06","-84.00","GROCERY OUTLET","GROCERIES",
"150102","172","938","2014-12-11","-53.00","SCOLARI'S FOOD AND DRUG","SHOPPING",
"150102","172","939","2014-12-11","-55.00","PREMIUM CREDIT LTD","LOAN",
"150102","172","940","2014-12-14","-22.00","TAXI STOCKHOLM","TRAVEL",
"150102","172","941","2014-12-19","-76.00","HEINEN'S FINE FOODS","SHOPPING",
"150102","172","942","2014-12-24","-88.00","WESTBORN MARKET","SHOPPING",
"150102","172","943","2014-12-27","-32.00","US AIRWAYS","TRAVEL",
"150102","172","944","2014-12-30","-98.00","JEWEL ST PAULS LONDON","EATING OUT",
"150102","173","945","2015-01-01","-68.00","ALBERTSONS LLC","SHOPPING",
"150102","173","946","2015-01-06","-24.00","CAFE ROUGE","EATING OUT",
"150102","173","947","2015-01-06","-77.00","METRO BANK","CASH",
"150102","173","948","2015-01-09","-68.00","RUTLAND HOTEL EDINBURGH","ACCOMODATION",
"150102","173","949","2015-01-12","-12.00","ROSES","ONLINE SHOPPING",
"150102","173","950","2015-01-16","-86.00","JONS MARKETPLACE","ONLINE SHOPPING",
"150102","173","951","2015-01-19","-70.00","PAYPAL PAYMENT","ONLINE SHOPPING",
"150102","173","952","2015-01-22","-3.00","TENOCHTITLAN MARKET","SHOPPING",
"150102","173","953","2015-01-23","-47.00","BEALLS","SHOPPING",
"150102","173","954","2015-01-23","-77.00","SACK&SAVE","GROCERIES",
"150102","173","955","2015-01-23","-89.00","FISCHERS","ONLINE SHOPPING",
"150102","173","956","2015-01-25","-76.00","INDULGE DESSERT","EATING OUT",
"150102","173","957","2015-01-28","-20.00","SUPER ONE FOODS","ONLINE SHOPPING",
"150102","173","958","2015-01-30","-90.00","ROSES","ONLINE SHOPPING",
"150102","174","959","2015-02-01","-16.00","CARDOC","CAR",
"150102","174","960","2015-02-03","-91.00","KOWALSKI'S","ONLINE SHOPPING",
"150102","174","961","2015-02-06","-32.00","PRIMARK WATFORD","SHOPPING",
"150102","174","962","2015-02-08","-33.00","SACK AND SAVE","ONLINE SHOPPING",
"150102","174","963","2015-02-12","-4.00","BANK MACHINE","CASH",
"150102","174","964","2015-02-14","-27.00","FOUNDERS ARMS","EATING OUT",
"150102","174","965","2015-02-19","-5.00","GIANT FOODS","SHOPPING",
"150102","174","966","2015-02-22","-66.00","AMIT JEWELLERY","SHOPPING",
"150102","174","967","2015-02-26","-82.00","HOLLYWOOD SUPER MARKET","ONLINE SHOPPING",
"150102","175","968","2015-03-26","232.00","REFUND","PAYMENT",
"150102","175","969","2015-03-01","-34.00","POD","EATING OUT",
"150102","175","970","2015-03-06","-62.00","KWIK FIT","CAR",
"150102","175","971","2015-03-08","-63.00","D&W FOOD CENTERS","ONLINE SHOPPING",
"150102","175","972","2015-03-11","-42.00","BARCLAYS BANK PLC","CASH",
"150102","175","973","2015-03-12","-63.00","ALCO","GROCERIES",
"150102","175","974","2015-03-15","-51.00","MERCEDES-BENZ OWNE","SHOPPING",
"150102","175","975","2015-03-15","-46.00","CAFE ROUGE","EATING OUT",
"150102","175","976","2015-03-15","-99.00","FOOD BAZAAR SUPERMARKETS","SHOPPING",
"150102","175","977","2015-03-17","-39.00","LA CURACAO","ONLINE SHOPPING",
"150102","175","978","2015-03-19","-18.00","HOUCHENS INDUSTRIES","SHOPPING",
"150102","175","979","2015-03-23","-77.00","SUPERIOR GROCERS","GROCERIES",
"150102","175","980","2015-03-24","-74.00","GREAT AMERICAN FOOD STORES","GROCERIES",
"150102","175","981","2015-03-26","-60.00","CARNIVAL","GROCERIES",
"150102","175","982","2015-03-27","-19.00","WAL-MART","GROCERIES",
"150102","176","983","2015-04-27","152.00","PAYMENT","PAYMENT",
"150102","176","984","2015-04-01","-46.00","MARKET BASKET","SHOPPING",
"150102","176","985","2015-04-04","-61.00","PRICE CHOPPER","ONLINE SHOPPING",
"150102","176","986","2015-04-09","-52.00","MOLESIDE SERVICE STATION","FUEL",
"150102","176","987","2015-04-12","-71.00","MAID OF THE MIST","ENTERTAINMENT",
"150102","176","988","2015-04-12","-56.00","STEWART'S SHOPS","ONLINE SHOPPING",
"150102","176","989","2015-04-14","-92.00","SCOT'S LO-COST","GROCERIES",
"150102","176","990","2015-04-15","-51.00","EL PUEBLO","SHOPPING",
"150102","176","991","2015-04-20","-2.00","TURTLE JACKS","EATING OUT",
